date,campaign,channel,category,region,customer_segment,device,impressions,clicks,conversions,new_customers,returning_customers,cost,revenue,ctr,conversion_rate,cpc,roas,profit
2026-06-13,Search Growth,Google Ads,E-commerce,South,Returning Customers,Desktop,57597,2319,142,85,57,2221.3,128981.25,4.03,6.12,0.96,58.07,126759.95
2026-06-13,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,31668,1806,177,130,47,2392.64,261634.16,5.7,9.8,1.32,109.35,259241.52
2026-06-13,B2B Lead Generation,LinkedIn,B2B,West,High Value,Tablet,43318,3447,346,217,129,785.48,415519.37,7.96,10.04,0.23,529.0,414733.89
2026-06-13,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Mobile,86290,2637,206,113,93,1503.63,363622.8,3.06,7.81,0.57,241.83,362119.17
2026-06-13,Brand Awareness,Facebook,Retail,West,High Value,Tablet,62331,4809,407,279,128,3275.74,720592.69,7.72,8.46,0.68,219.98,717316.95
2026-06-13,Product Launch,Instagram,Technology,South,New Customers,Mobile,20200,1179,53,27,26,5312.63,83988.89,5.84,4.5,4.51,15.81,78676.26
2026-06-13,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,21830,989,90,63,27,1260.69,55239.31,4.53,9.1,1.27,43.82,53978.62
2026-06-14,Summer Sale,Facebook,Retail,North,New Customers,Desktop,25494,1084,127,60,67,4919.14,192838.52,4.25,11.72,4.54,39.2,187919.38
2026-06-14,Search Growth,Google Ads,E-commerce,South,Small Business,Tablet,50535,1383,130,83,47,1224.78,59605.04,2.74,9.4,0.89,48.67,58380.26
2026-06-14,Creator Campaign,Instagram,Retail,East,Small Business,Desktop,36559,1948,138,77,61,2653.78,140501.45,5.33,7.08,1.36,52.94,137847.67
2026-06-14,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Mobile,37868,2305,254,127,127,4380.84,149301.39,6.09,11.02,1.9,34.08,144920.55
2026-06-14,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,82988,3506,145,104,41,5022.7,191183.27,4.22,4.14,1.43,38.06,186160.57
2026-06-14,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,15699,455,28,20,8,976.8,25473.75,2.9,6.15,2.15,26.08,24496.95
2026-06-14,Product Launch,Instagram,Technology,South,New Customers,Mobile,26590,1579,114,77,37,3834.71,126458.69,5.94,7.22,2.43,32.98,122623.98
2026-06-14,Enterprise Outreach,LinkedIn,B2B,East,High Value,Mobile,19044,965,87,50,37,3650.65,95417.28,5.07,9.02,3.78,26.14,91766.63
2026-06-15,Summer Sale,Facebook,Retail,North,New Customers,Tablet,47235,1376,129,48,81,2499.23,221435.5,2.91,9.38,1.82,88.6,218936.27
2026-06-15,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,107582,8082,270,186,84,1098.94,148096.46,7.51,3.34,0.14,134.76,146997.52
2026-06-15,Creator Campaign,Instagram,Retail,East,High Value,Desktop,47761,2415,242,180,62,2894.38,320929.87,5.06,10.02,1.2,110.88,318035.49
2026-06-15,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,21007,1572,47,28,19,2394.17,94051.04,7.48,2.99,1.52,39.28,91656.87
2026-06-15,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,83076,4163,249,119,130,3683.37,313465.82,5.01,5.98,0.88,85.1,309782.45
2026-06-15,Brand Awareness,Facebook,Retail,West,High Value,Mobile,34119,1366,81,47,34,1277.75,160070.78,4.0,5.93,0.94,125.28,158793.03
2026-06-15,Product Launch,Instagram,Technology,South,High Value,Mobile,53788,4080,194,71,123,1565.17,90225.56,7.59,4.75,0.38,57.65,88660.39
2026-06-15,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,54126,4559,133,78,55,3218.06,76575.92,8.42,2.92,0.71,23.8,73357.86
2026-06-16,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,93988,2411,196,83,113,6549.57,176562.78,2.57,8.13,2.72,26.96,170013.21
2026-06-16,Search Growth,Google Ads,E-commerce,South,Returning Customers,Tablet,32796,1912,156,110,46,6078.92,275789.0,5.83,8.16,3.18,45.37,269710.08
2026-06-16,Creator Campaign,Instagram,Retail,East,New Customers,Tablet,28750,1677,89,55,34,2168.82,185200.34,5.83,5.31,1.29,85.39,183031.52
2026-06-16,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Desktop,70475,3524,268,119,149,2430.52,170917.63,5.0,7.6,0.69,70.32,168487.11
2026-06-16,Festive Offers,Google Ads,E-commerce,North,New Customers,Mobile,29065,2351,86,33,53,1897.85,153880.84,8.09,3.66,0.81,81.08,151982.99
2026-06-16,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,74268,5090,160,104,56,3618.78,248855.99,6.85,3.14,0.71,68.77,245237.21
2026-06-16,Product Launch,Instagram,Technology,South,High Value,Mobile,90080,5420,301,176,125,4451.6,639534.78,6.02,5.55,0.82,143.66,635083.18
2026-06-16,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,48618,2490,241,103,138,4116.6,176094.2,5.12,9.68,1.65,42.78,171977.6
2026-06-17,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,48404,2870,85,49,36,3168.63,124968.02,5.93,2.96,1.1,39.44,121799.39
2026-06-17,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,86805,5921,508,287,221,6065.78,784012.2,6.82,8.58,1.02,129.25,777946.42
2026-06-17,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,69660,2883,216,83,133,4645.82,353881.49,4.14,7.49,1.61,76.17,349235.67
2026-06-17,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,47536,1820,172,100,72,3737.37,256030.34,3.83,9.45,2.05,68.51,252292.97
2026-06-17,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,79964,6144,575,212,363,3674.04,629283.84,7.68,9.36,0.6,171.28,625609.8
2026-06-17,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,23152,846,51,22,29,4708.7,68034.94,3.65,6.03,5.57,14.45,63326.24
2026-06-17,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,35132,2597,159,62,97,4848.83,294902.66,7.39,6.12,1.87,60.82,290053.83
2026-06-17,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,45486,3754,237,166,71,708.4,489589.79,8.25,6.31,0.19,691.12,488881.39
2026-06-18,Summer Sale,Facebook,Retail,North,High Value,Tablet,107232,4043,415,258,157,3711.94,211353.75,3.77,10.26,0.92,56.94,207641.81
2026-06-18,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,116487,8707,446,323,123,1290.55,934644.28,7.47,5.12,0.15,724.22,933353.73
2026-06-18,Creator Campaign,Instagram,Retail,East,High Value,Mobile,69867,3685,239,105,134,1209.68,148016.9,5.27,6.49,0.33,122.36,146807.22
2026-06-18,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,62198,2099,97,40,57,2666.68,80168.52,3.37,4.62,1.27,30.06,77501.84
2026-06-18,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,86950,5440,607,431,176,1638.48,1243444.91,6.26,11.16,0.3,758.9,1241806.43
2026-06-18,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,69462,4367,366,130,236,3391.4,606962.4,6.29,8.38,0.78,178.97,603571.0
2026-06-18,Product Launch,Instagram,Technology,South,High Value,Mobile,91512,6578,400,221,179,835.46,536814.26,7.19,6.08,0.13,642.54,535978.8
2026-06-18,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Mobile,35830,1626,79,58,21,2424.16,87432.2,4.54,4.86,1.49,36.07,85008.04
2026-06-19,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,73405,3129,239,174,65,3715.85,376794.45,4.26,7.64,1.19,101.4,373078.6
2026-06-19,Search Growth,Google Ads,E-commerce,South,Small Business,Desktop,49127,3270,89,32,57,2645.28,112274.35,6.66,2.72,0.81,42.44,109629.07
2026-06-19,Creator Campaign,Instagram,Retail,East,High Value,Tablet,58082,4054,300,109,191,3418.99,342934.26,6.98,7.4,0.84,100.3,339515.27
2026-06-19,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Tablet,17996,1157,138,89,49,620.68,196756.41,6.43,11.93,0.54,317.0,196135.73
2026-06-19,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,49175,3058,278,200,78,5546.49,184593.86,6.22,9.09,1.81,33.28,179047.37
2026-06-19,Brand Awareness,Facebook,Retail,West,Small Business,Desktop,15255,1146,37,19,18,1470.79,16902.15,7.51,3.23,1.28,11.49,15431.36
2026-06-19,Product Launch,Instagram,Technology,South,New Customers,Tablet,33379,1737,109,66,43,4823.25,219414.61,5.2,6.28,2.78,45.49,214591.36
2026-06-19,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,18247,779,87,63,24,844.44,101093.8,4.27,11.17,1.08,119.72,100249.36
2026-06-20,Summer Sale,Facebook,Retail,North,Returning Customers,Desktop,57265,3724,254,103,151,5179.93,128337.9,6.5,6.82,1.39,24.78,123157.97
2026-06-20,Search Growth,Google Ads,E-commerce,South,High Value,Desktop,82436,3211,283,191,92,3220.92,566461.21,3.9,8.81,1.0,175.87,563240.29
2026-06-20,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,36442,1503,108,73,35,1565.52,211307.49,4.12,7.19,1.04,134.98,209741.97
2026-06-20,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,66128,5134,596,344,252,1436.81,1240092.74,7.76,11.61,0.28,863.09,1238655.93
2026-06-20,Festive Offers,Google Ads,E-commerce,North,High Value,Tablet,78842,3591,188,103,85,2137.06,111718.81,4.55,5.24,0.6,52.28,109581.75
2026-06-20,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,73423,4611,343,148,195,2481.52,433107.08,6.28,7.44,0.54,174.53,430625.56
2026-06-20,Product Launch,Instagram,Technology,South,New Customers,Tablet,47661,3240,314,146,168,3805.31,615478.04,6.8,9.69,1.17,161.74,611672.73
2026-06-20,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,60840,4183,421,314,107,2917.49,812993.22,6.88,10.06,0.7,278.66,810075.73
2026-06-21,Summer Sale,Facebook,Retail,North,Small Business,Desktop,39067,2721,185,106,79,6179.23,210945.39,6.96,6.8,2.27,34.14,204766.16
2026-06-21,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,30975,1193,125,56,69,3514.66,142455.89,3.85,10.48,2.95,40.53,138941.23
2026-06-21,Creator Campaign,Instagram,Retail,East,Small Business,Desktop,54364,4278,135,80,55,3286.18,171143.33,7.87,3.16,0.77,52.08,167857.15
2026-06-21,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Tablet,38836,1899,132,71,61,2794.88,175127.12,4.89,6.95,1.47,62.66,172332.24
2026-06-21,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,77167,3509,354,206,148,5517.15,254388.42,4.55,10.09,1.57,46.11,248871.27
2026-06-21,Brand Awareness,Facebook,Retail,West,New Customers,Tablet,32758,2271,108,59,49,3530.46,96818.56,6.93,4.76,1.55,27.42,93288.1
2026-06-21,Product Launch,Instagram,Technology,South,Returning Customers,Desktop,48562,3765,447,303,144,5389.21,330898.7,7.75,11.87,1.43,61.4,325509.49
2026-06-21,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,13058,634,68,34,34,3004.51,93996.11,4.86,10.73,4.74,31.29,90991.6
2026-06-22,Summer Sale,Facebook,Retail,North,High Value,Tablet,68360,3630,398,241,157,2164.5,297777.69,5.31,10.96,0.6,137.57,295613.19
2026-06-22,Search Growth,Google Ads,E-commerce,South,Returning Customers,Desktop,118663,4726,230,101,129,1848.95,449876.83,3.98,4.87,0.39,243.31,448027.88
2026-06-22,Creator Campaign,Instagram,Retail,East,Small Business,Tablet,51723,1330,103,50,53,3001.04,191892.39,2.57,7.74,2.26,63.94,188891.35
2026-06-22,B2B Lead Generation,LinkedIn,B2B,West,High Value,Tablet,36620,1284,122,61,61,3573.28,84077.62,3.51,9.5,2.78,23.53,80504.34
2026-06-22,Festive Offers,Google Ads,E-commerce,North,New Customers,Tablet,94773,4068,316,168,148,2649.2,292640.99,4.29,7.77,0.65,110.46,289991.79
2026-06-22,Brand Awareness,Facebook,Retail,West,High Value,Mobile,25752,1462,134,92,42,3115.27,82134.14,5.68,9.17,2.13,26.37,79018.87
2026-06-22,Product Launch,Instagram,Technology,South,Small Business,Tablet,34082,1589,157,86,71,1859.12,121935.41,4.66,9.88,1.17,65.59,120076.29
2026-06-22,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,13102,504,47,33,14,3539.58,27794.6,3.85,9.33,7.02,7.85,24255.02
2026-06-23,Summer Sale,Facebook,Retail,North,Small Business,Desktop,99558,6660,593,425,168,3864.54,944279.94,6.69,8.9,0.58,244.34,940415.4
2026-06-23,Search Growth,Google Ads,E-commerce,South,New Customers,Tablet,30427,1337,42,26,16,7067.34,51627.01,4.39,3.14,5.29,7.31,44559.67
2026-06-23,Creator Campaign,Instagram,Retail,East,Small Business,Desktop,72418,2513,253,164,89,4711.65,135489.57,3.47,10.07,1.87,28.76,130777.92
2026-06-23,B2B Lead Generation,LinkedIn,B2B,West,Small Business,Mobile,33283,2127,157,62,95,1557.41,107802.07,6.39,7.38,0.73,69.22,106244.66
2026-06-23,Festive Offers,Google Ads,E-commerce,North,High Value,Desktop,25230,1162,52,29,23,4624.21,85903.31,4.61,4.48,3.98,18.58,81279.1
2026-06-23,Brand Awareness,Facebook,Retail,West,Small Business,Tablet,76608,3686,384,286,98,954.6,669966.5,4.81,10.42,0.26,701.83,669011.9
2026-06-23,Product Launch,Instagram,Technology,South,High Value,Mobile,23241,1455,85,63,22,4357.68,152846.31,6.26,5.84,2.99,35.08,148488.63
2026-06-23,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,38950,1117,91,43,48,953.49,79928.83,2.87,8.15,0.85,83.83,78975.34
2026-06-24,Summer Sale,Facebook,Retail,North,New Customers,Desktop,89754,3136,91,33,58,5869.86,151390.74,3.49,2.9,1.87,25.79,145520.88
2026-06-24,Search Growth,Google Ads,E-commerce,South,Small Business,Mobile,23113,1352,70,50,20,4811.79,84739.01,5.85,5.18,3.56,17.61,79927.22
2026-06-24,Creator Campaign,Instagram,Retail,East,High Value,Mobile,62337,1760,203,108,95,5137.25,353906.26,2.82,11.53,2.92,68.89,348769.01
2026-06-24,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,25199,1858,176,94,82,1412.3,218174.31,7.37,9.47,0.76,154.48,216762.01
2026-06-24,Festive Offers,Google Ads,E-commerce,North,High Value,Mobile,82652,5255,455,167,288,2297.99,500725.09,6.36,8.66,0.44,217.9,498427.1
2026-06-24,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,66618,3396,226,132,94,1689.94,184528.49,5.1,6.65,0.5,109.19,182838.55
2026-06-24,Product Launch,Instagram,Technology,South,New Customers,Desktop,64959,4615,280,189,91,2777.64,337345.96,7.1,6.07,0.6,121.45,334568.32
2026-06-24,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Desktop,29296,2064,235,152,83,2904.13,283278.84,7.05,11.39,1.41,97.54,280374.71
2026-06-25,Summer Sale,Facebook,Retail,North,Returning Customers,Tablet,106198,6001,331,132,199,1440.48,389253.02,5.65,5.52,0.24,270.22,387812.54
2026-06-25,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,61807,3610,409,218,191,1179.72,628858.85,5.84,11.33,0.33,533.06,627679.13
2026-06-25,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,45119,1448,66,37,29,1917.04,76050.88,3.21,4.56,1.32,39.67,74133.84
2026-06-25,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Mobile,12059,418,14,7,7,2670.75,14362.33,3.47,3.35,6.39,5.38,11691.58
2026-06-25,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,52558,4282,151,112,39,1505.26,106675.0,8.15,3.53,0.35,70.87,105169.74
2026-06-25,Brand Awareness,Facebook,Retail,West,Small Business,Desktop,55191,3400,403,173,230,1012.06,868616.75,6.16,11.85,0.3,858.27,867604.69
2026-06-25,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,62911,3022,342,171,171,1557.92,750645.8,4.8,11.32,0.52,481.83,749087.88
2026-06-25,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Mobile,47743,3966,120,75,45,3847.31,173240.39,8.31,3.03,0.97,45.03,169393.08
2026-06-26,Summer Sale,Facebook,Retail,North,High Value,Tablet,64506,4219,288,199,89,1732.71,252636.01,6.54,6.83,0.41,145.8,250903.3
2026-06-26,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,23739,1603,192,118,74,993.49,140511.35,6.75,11.98,0.62,141.43,139517.86
2026-06-26,Creator Campaign,Instagram,Retail,East,High Value,Desktop,26311,1737,140,82,58,2330.24,233834.16,6.6,8.06,1.34,100.35,231503.92
2026-06-26,B2B Lead Generation,LinkedIn,B2B,West,High Value,Mobile,24457,1437,156,74,82,3120.64,198999.08,5.88,10.86,2.17,63.77,195878.44
2026-06-26,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,96105,2467,292,121,171,2033.1,547801.61,2.57,11.84,0.82,269.44,545768.51
2026-06-26,Brand Awareness,Facebook,Retail,West,Small Business,Mobile,32643,1635,91,63,28,4078.88,193462.68,5.01,5.57,2.49,47.43,189383.8
2026-06-26,Product Launch,Instagram,Technology,South,Small Business,Desktop,24231,820,91,37,54,3504.4,94518.69,3.38,11.1,4.27,26.97,91014.29
2026-06-26,Enterprise Outreach,LinkedIn,B2B,East,High Value,Desktop,11913,475,53,20,33,3395.14,113798.37,3.99,11.16,7.15,33.52,110403.23
2026-06-27,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,28177,1622,89,37,52,2472.76,129426.41,5.76,5.49,1.52,52.34,126953.65
2026-06-27,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,67749,4339,161,109,52,6975.25,214937.93,6.4,3.71,1.61,30.81,207962.68
2026-06-27,Creator Campaign,Instagram,Retail,East,High Value,Tablet,62702,4261,460,179,281,3463.04,430964.81,6.8,10.8,0.81,124.45,427501.77
2026-06-27,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Desktop,48374,1401,67,27,40,793.12,94507.07,2.9,4.78,0.57,119.16,93713.95
2026-06-27,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,69387,5156,280,150,130,3835.23,401875.27,7.43,5.43,0.74,104.79,398040.04
2026-06-27,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,57719,2170,256,150,106,1053.7,486691.07,3.76,11.8,0.49,461.89,485637.37
2026-06-27,Product Launch,Instagram,Technology,South,High Value,Tablet,39662,1192,117,44,73,3885.12,75326.13,3.01,9.82,3.26,19.39,71441.01
2026-06-27,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Tablet,53484,2277,249,114,135,3268.46,416286.4,4.26,10.94,1.44,127.36,413017.94
2026-06-28,Summer Sale,Facebook,Retail,North,Small Business,Desktop,87240,2660,148,95,53,2191.71,168451.78,3.05,5.56,0.82,76.86,166260.07
2026-06-28,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,68266,4044,221,153,68,1860.55,202686.59,5.92,5.46,0.46,108.94,200826.04
2026-06-28,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,59888,4335,134,99,35,1822.74,114259.19,7.24,3.09,0.42,62.69,112436.45
2026-06-28,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Tablet,54365,3374,85,42,43,1267.75,132786.77,6.21,2.52,0.38,104.74,131519.02
2026-06-28,Festive Offers,Google Ads,E-commerce,North,Small Business,Tablet,75295,3903,375,227,148,6189.23,471268.67,5.18,9.61,1.59,76.14,465079.44
2026-06-28,Brand Awareness,Facebook,Retail,West,High Value,Desktop,75509,3014,329,218,111,1051.39,521394.03,3.99,10.92,0.35,495.91,520342.64
2026-06-28,Product Launch,Instagram,Technology,South,Returning Customers,Tablet,87857,5450,214,126,88,1908.21,197377.3,6.2,3.93,0.35,103.44,195469.09
2026-06-28,Enterprise Outreach,LinkedIn,B2B,East,High Value,Mobile,36106,1432,155,79,76,1871.12,190736.1,3.97,10.82,1.31,101.94,188864.98
2026-06-29,Summer Sale,Facebook,Retail,North,High Value,Mobile,30864,1602,42,26,16,6392.72,78858.63,5.19,2.62,3.99,12.34,72465.91
2026-06-29,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,108244,8595,490,223,267,4904.01,742552.7,7.94,5.7,0.57,151.42,737648.69
2026-06-29,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,30268,1954,193,83,110,4134.95,193672.01,6.46,9.88,2.12,46.84,189537.06
2026-06-29,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Tablet,39216,2267,254,175,79,3919.32,521487.93,5.78,11.2,1.73,133.06,517568.61
2026-06-29,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,28392,790,26,10,16,2959.32,23424.76,2.78,3.29,3.75,7.92,20465.44
2026-06-29,Brand Awareness,Facebook,Retail,West,High Value,Mobile,77841,2858,331,205,126,3916.82,520217.78,3.67,11.58,1.37,132.82,516300.96
2026-06-29,Product Launch,Instagram,Technology,South,High Value,Desktop,75113,2719,310,196,114,2363.47,277938.68,3.62,11.4,0.87,117.6,275575.21
2026-06-29,Enterprise Outreach,LinkedIn,B2B,East,Small Business,Mobile,48174,2508,213,97,116,1099.18,346833.13,5.21,8.49,0.44,315.54,345733.95
2026-06-30,Summer Sale,Facebook,Retail,North,New Customers,Mobile,76586,3441,194,82,112,3456.07,151947.42,4.49,5.64,1.0,43.97,148491.35
2026-06-30,Search Growth,Google Ads,E-commerce,South,High Value,Mobile,75100,2458,222,157,65,7061.78,265710.1,3.27,9.03,2.87,37.63,258648.32
2026-06-30,Creator Campaign,Instagram,Retail,East,New Customers,Mobile,63565,4340,422,278,144,4509.35,231859.86,6.83,9.72,1.04,51.42,227350.51
2026-06-30,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,34592,1494,61,41,20,4384.7,34246.09,4.32,4.08,2.93,7.81,29861.39
2026-06-30,Festive Offers,Google Ads,E-commerce,North,High Value,Mobile,20171,1365,145,85,60,1819.53,65459.25,6.77,10.62,1.33,35.98,63639.72
2026-06-30,Brand Awareness,Facebook,Retail,West,Small Business,Tablet,37385,1212,51,19,32,2063.16,29218.33,3.24,4.21,1.7,14.16,27155.17
2026-06-30,Product Launch,Instagram,Technology,South,Returning Customers,Mobile,54928,4610,537,317,220,1522.78,913500.11,8.39,11.65,0.33,599.89,911977.33
2026-06-30,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,50098,1541,66,49,17,800.9,99477.5,3.08,4.28,0.52,124.21,98676.6
2026-07-01,Summer Sale,Facebook,Retail,North,High Value,Tablet,33654,2829,252,124,128,1071.45,495749.47,8.41,8.91,0.38,462.69,494678.02
2026-07-01,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,20691,1146,130,54,76,2612.5,170319.25,5.54,11.34,2.28,65.19,167706.75
2026-07-01,Creator Campaign,Instagram,Retail,East,New Customers,Desktop,84850,5822,623,266,357,1318.44,594689.32,6.86,10.7,0.23,451.06,593370.88
2026-07-01,B2B Lead Generation,LinkedIn,B2B,West,High Value,Mobile,13611,792,72,41,31,3047.85,81294.75,5.82,9.09,3.85,26.67,78246.9
2026-07-01,Festive Offers,Google Ads,E-commerce,North,New Customers,Desktop,65990,5339,519,316,203,5898.52,1066124.87,8.09,9.72,1.1,180.74,1060226.35
2026-07-01,Brand Awareness,Facebook,Retail,West,High Value,Desktop,76155,3807,96,37,59,900.31,61593.87,5.0,2.52,0.24,68.41,60693.56
2026-07-01,Product Launch,Instagram,Technology,South,High Value,Desktop,30872,2236,181,89,92,1543.18,318347.83,7.24,8.09,0.69,206.29,316804.65
2026-07-01,Enterprise Outreach,LinkedIn,B2B,East,Returning Customers,Tablet,11980,501,28,18,10,1512.28,52381.64,4.18,5.59,3.02,34.64,50869.36
2026-07-02,Summer Sale,Facebook,Retail,North,New Customers,Mobile,34927,2566,229,124,105,1962.27,362773.64,7.35,8.92,0.76,184.87,360811.37
2026-07-02,Search Growth,Google Ads,E-commerce,South,Returning Customers,Tablet,64733,2053,152,61,91,1592.56,112091.4,3.17,7.4,0.78,70.38,110498.84
2026-07-02,Creator Campaign,Instagram,Retail,East,Returning Customers,Tablet,31468,1457,81,58,23,4761.02,116250.42,4.63,5.56,3.27,24.42,111489.4
2026-07-02,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Desktop,29995,956,74,51,23,1886.86,137146.93,3.19,7.74,1.97,72.69,135260.07
2026-07-02,Festive Offers,Google Ads,E-commerce,North,Small Business,Mobile,27749,1614,81,54,27,3504.14,41738.73,5.82,5.02,2.17,11.91,38234.59
2026-07-02,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,20346,885,69,43,26,815.65,40627.52,4.35,7.8,0.92,49.81,39811.87
2026-07-02,Product Launch,Instagram,Technology,South,Returning Customers,Mobile,17689,801,37,27,10,1766.75,66080.88,4.53,4.62,2.21,37.4,64314.13
2026-07-02,Enterprise Outreach,LinkedIn,B2B,East,High Value,Tablet,19134,1580,128,80,48,2834.98,216623.51,8.26,8.1,1.79,76.41,213788.53
2026-07-03,Summer Sale,Facebook,Retail,North,Returning Customers,Mobile,34162,1947,108,39,69,1446.28,174217.0,5.7,5.55,0.74,120.46,172770.72
2026-07-03,Search Growth,Google Ads,E-commerce,South,New Customers,Mobile,48157,1476,63,32,31,5083.98,97639.55,3.06,4.27,3.44,19.21,92555.57
2026-07-03,Creator Campaign,Instagram,Retail,East,Returning Customers,Mobile,23696,1093,102,55,47,3305.36,133644.49,4.61,9.33,3.02,40.43,130339.13
2026-07-03,B2B Lead Generation,LinkedIn,B2B,West,Returning Customers,Mobile,69977,4924,355,258,97,2400.21,176200.14,7.04,7.21,0.49,73.41,173799.93
2026-07-03,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Desktop,55722,4734,441,158,283,1066.45,246210.12,8.5,9.32,0.23,230.87,245143.67
2026-07-03,Brand Awareness,Facebook,Retail,West,Returning Customers,Mobile,53973,1581,179,106,73,4677.44,251601.44,2.93,11.32,2.96,53.79,246924.0
2026-07-03,Product Launch,Instagram,Technology,South,New Customers,Tablet,56554,3916,135,47,88,1221.74,134276.46,6.92,3.45,0.31,109.91,133054.72
2026-07-03,Enterprise Outreach,LinkedIn,B2B,East,New Customers,Tablet,35664,2405,243,124,119,2700.51,469483.25,6.74,10.1,1.12,173.85,466782.74
2026-07-04,Summer Sale,Facebook,Retail,North,High Value,Desktop,97864,3756,430,192,238,2423.83,213216.62,3.84,11.45,0.65,87.97,210792.79
2026-07-04,Search Growth,Google Ads,E-commerce,South,New Customers,Desktop,57376,2643,197,109,88,6667.66,189433.6,4.61,7.45,2.52,28.41,182765.94
2026-07-04,Creator Campaign,Instagram,Retail,East,Small Business,Mobile,67100,2312,80,53,27,2958.66,130064.26,3.45,3.46,1.28,43.96,127105.6
2026-07-04,B2B Lead Generation,LinkedIn,B2B,West,New Customers,Mobile,47376,3384,210,76,134,686.21,137166.5,7.14,6.21,0.2,199.89,136480.29
2026-07-04,Festive Offers,Google Ads,E-commerce,North,Returning Customers,Tablet,34513,1600,125,77,48,3457.96,204549.99,4.64,7.81,2.16,59.15,201092.03
2026-07-04,Brand Awareness,Facebook,Retail,West,High Value,Tablet,34968,1600,128,61,67,3206.59,128092.78,4.58,8.0,2.0,39.95,124886.19
